ranking#municipio#uf#populacao
197#Pouso Alegre#Minas Gerais#152 217
198#Araucária#Paraná#151 666
199#Alagoinhas#Bahia#151 055
200#Toledo#Paraná#150 470
201#Santa Rita#Paraíba#149 910
202#Fazenda Rio Grande#Paraná#148 873
203#Camaragibe#Pernambuco#147 771
204#Nilópolis#Rio de Janeiro#146 774
205#Paranaguá#Paraná#145 829
206#Paço do Lumiar#Maranhão#145 643
207#Teixeira de Freitas#Bahia#145 216
208#Botucatu#São Paulo#145 155
209#Franco da Rocha#São Paulo#144 849
210#Garanhuns#Pernambuco#142 506
211#Trindade#Goiás#142 431
212#Brusque#Santa Catarina#141 385
213#Queimados#Rio de Janeiro#140 523
214#Balneário Camboriú#Santa Catarina#139 155
215#Teófilo Otoni#Minas Gerais#137 418
216#Varginha#Minas Gerais#136 467
217#Campo Largo#Paraná#136 327
218#Cachoeirinha#Rio Grande do Sul#136 258
219#Caraguatatuba#São Paulo#134 873
220#Salto#São Paulo#134 319
221#Cametá#Pará#134 184
222#Vitória de Santo Antão#Pernambuco#134 084
223#Jaú#São Paulo#133 497
224#Santa Cruz do Sul#Rio Grande do Sul#133 230
225#Três Lagoas#Mato Grosso do Sul#132 152
226#Sapucaia do Sul#Rio Grande do Sul#132 107
227#Conselheiro Lafaiete#Minas Gerais#131 621
228#Itapipoca#Ceará#131 123
229#Crato#Ceará#131 050
230#Araras#São Paulo#130 866
231#Apucarana#Paraná#130 134
232#Araruama#Rio de Janeiro#129 671
233#Resende#Rio de Janeiro#129 612
234#Sabará#Minas Gerais#129 380
235#Vespasiano#Minas Gerais#129 246
236#Votorantim#São Paulo#127 923
237#Pinhais#Paraná#127 019
238#Sertãozinho#São Paulo#126 887
239#Barcarena#Pará#126 650
240#Valinhos#São Paulo#126 373
241#Altamira#Pará#126 279
242#Barbacena#Minas Gerais#125 317
243#Guarapari#Espírito Santo#124 656
244#Ji-Paraná#Rondônia#124 333
245#Tatuí#São Paulo#123 942
246#São Mateus#Espírito Santo#123 752
247#Itaituba#Pará#123 314
248#Bento Gonçalves#Rio Grande do Sul#123 151
249#Bragança#Pará#123 082
250#Barretos#São Paulo#122 485
251#Itatiba#São Paulo#121 590
252#Colatina#Espírito Santo#120 033
253#Almirante Tamandaré#Paraná#119 825
254#Arapongas#Paraná#119 138
255#Birigui#São Paulo#118 979
256#Piraquara#Paraná#118 730
257#Sarandi#Paraná#118 455
258#Jandira#São Paulo#118 045
259#Guaratinguetá#São Paulo#118 044
260#Bagé#Rio Grande do Sul#117 938
261#Araguari#Minas Gerais#117 808
262#Uruguaiana#Rio Grande do Sul#117 210
263#Umuarama#Paraná#117 095
264#Itaguaí#Rio de Janeiro#116 841
265#Formosa#Goiás#115 901
266#São Gonçalo do Amarante#Rio Grande do Norte#115 838
267#Catanduva#São Paulo#115 791
268#Várzea Paulista#São Paulo#115 771
269#Ribeirão Pires#São Paulo#115 559
270#Igarassu#Pernambuco#115 196
271#Simões Filho#Bahia#114 559
272#Catalão#Goiás#114 427
273#Codó#Maranhão#114 275
274#Eunápolis#Bahia#113 710
275#Itabira#Minas Gerais#113 343
276#Paulo Afonso#Bahia#112 870
277#Itanhaém#São Paulo#112 476
277#Cubatão#São Paulo#112 476
279#Passos#Minas Gerais#111 939
280#Marituba#Pará#111 785
281#Nova Lima#Minas Gerais#111 697
282#Araxá#Minas Gerais#111 691
283#São Lourenço da Mata#Pernambuco#111 249
284#Sorriso#Mato Grosso#110 635
285#Paulínia#São Paulo#110 537
286#Tubarão#Santa Catarina#110 088
287#Itumbiara#Goiás#107 970
288#Luís Eduardo Magalhães#Bahia#107 909
289#Santana#Amapá#107 618
290#Cambé#Paraná#107 208
291#Breves#Pará#106 968
292#Açailândia#Maranhão#106 550
293#Tangará da Serra#Mato Grosso#106 434
294#Jataí#Goiás#105 729
295#Erechim#Rio Grande do Sul#105 705
296#Nova Serrana#Minas Gerais#105 552
297#Paragominas#Pará#105 550
298#Maranguape#Ceará#105 093
299#Planaltina#Goiás#105 031
300#Lavras#Minas Gerais#104 761
301#Coronel Fabriciano#Minas Gerais#104 736
302#Muriaé#Minas Gerais#104 108
303#São Pedro da Aldeia#Rio de Janeiro#104 029
304#Ourinhos#São Paulo#103 970
305#Novo Gama#Goiás#103 804
306#Poá#São Paulo#103 765
307#Bacabal#Maranhão#103 711
308#Itacoatiara#Amazonas#103 598
309#Itabaiana#Sergipe#103 440
310#Ubá#Minas Gerais#103 365
311#Patos#Paraíba#103 165
312#Camboriú#Santa Catarina#103 074
313#Santo Antônio de Jesus#Bahia#103 055
314#Ituiutaba#Minas Gerais#102 217
315#Manacapuru#Amazonas#101 883
316#Balsas#Maranhão#101 767
317#Lagarto#Sergipe#101 579
318#Assis#São Paulo#101 409
319#Itaperuna#Rio de Janeiro#101 041
